DATEREALISATION,JOUR_SEMAINE,NUM_SEMAINE,NUM_MOIS,ANNEE,CENTRE,CAT_ACTE,CAT_ACTE_COUNT,SUM_PRECISION
2020-05-07,4,19,5,20,1,4,0,0
2020-05-07,4,19,5,20,1,5,0,0
2020-05-07,4,19,5,20,1,6,0,0
2020-05-11,1,20,5,20,0,0,0,0
2020-05-11,1,20,5,20,0,1,1,1
2020-05-11,1,20,5,20,0,2,0,0
2020-05-11,1,20,5,20,0,3,0,0
2020-05-11,1,20,5,20,0,4,0,0
2020-05-11,1,20,5,20,0,5,0,0
2020-05-11,1,20,5,20,0,6,0,0
2020-05-11,1,20,5,20,1,0,1,1
2020-05-11,1,20,5,20,1,1,23,22
2020-05-11,1,20,5,20,1,2,3,3
2020-05-11,1,20,5,20,1,3,36,5
2020-05-11,1,20,5,20,1,4,1,1
2020-05-11,1,20,5,20,1,5,1,1
2020-05-11,1,20,5,20,1,6,3,2
2020-05-12,2,20,5,20,1,0,2,1
2020-05-12,2,20,5,20,1,1,10,10
2020-05-12,2,20,5,20,1,2,7,7
2020-05-12,2,20,5,20,1,3,20,2
2020-05-12,2,20,5,20,1,4,1,1
2020-05-12,2,20,5,20,1,5,1,1
2020-05-12,2,20,5,20,1,6,6,3
2020-05-13,3,20,5,20,1,0,6,5
2020-05-13,3,20,5,20,1,1,9,9
2020-05-13,3,20,5,20,1,2,1,0
2020-05-13,3,20,5,20,1,3,32,2
2020-05-13,3,20,5,20,1,4,2,1
2020-05-13,3,20,5,20,1,5,1,0
2020-05-13,3,20,5,20,1,6,9,4
2020-05-14,4,20,5,20,0,0,1,1
2020-05-14,4,20,5,20,0,1,0,0
2020-05-14,4,20,5,20,0,2,0,0
2020-05-14,4,20,5,20,0,3,0,0
2020-05-14,4,20,5,20,0,4,0,0
2020-05-14,4,20,5,20,0,5,0,0
2020-05-14,4,20,5,20,0,6,0,0
2020-05-14,4,20,5,20,1,0,1,1
2020-05-14,4,20,5,20,1,1,16,15
2020-05-14,4,20,5,20,1,2,4,3
2020-05-14,4,20,5,20,1,3,33,4
2020-05-14,4,20,5,20,1,4,0,0
2020-05-14,4,20,5,20,1,5,1,0
2020-05-14,4,20,5,20,1,6,5,2
2020-05-15,5,20,5,20,1,0,3,1
2020-05-15,5,20,5,20,1,1,15,13
2020-05-15,5,20,5,20,1,2,3,3
2020-05-15,5,20,5,20,1,3,21,1
2020-05-15,5,20,5,20,1,4,1,1
2020-05-15,5,20,5,20,1,5,0,0
2020-05-15,5,20,5,20,1,6,2,2
2020-05-18,1,21,5,20,0,0,2,0
2020-05-18,1,21,5,20,0,1,14,12
2020-05-18,1,21,5,20,0,2,0,0
2020-05-18,1,21,5,20,0,3,12,2
2020-05-18,1,21,5,20,0,4,0,0
2020-05-18,1,21,5,20,0,5,0,0
2020-05-18,1,21,5,20,0,6,0,0
2020-05-18,1,21,5,20,1,0,1,1
2020-05-18,1,21,5,20,1,1,21,18
2020-05-18,1,21,5,20,1,2,7,7
2020-05-18,1,21,5,20,1,3,31,5
2020-05-18,1,21,5,20,1,4,2,1
2020-05-18,1,21,5,20,1,5,2,0
2020-05-18,1,21,5,20,1,6,8,5
2020-05-19,2,21,5,20,0,0,0,0
2020-05-19,2,21,5,20,0,1,13,11
2020-05-19,2,21,5,20,0,2,0,0
2020-05-19,2,21,5,20,0,3,6,0
2020-05-19,2,21,5,20,0,4,0,0
2020-05-19,2,21,5,20,0,5,1,1
2020-05-19,2,21,5,20,0,6,2,0
2020-05-19,2,21,5,20,1,0,1,1
2020-05-19,2,21,5,20,1,1,25,25
2020-05-19,2,21,5,20,1,2,17,17
2020-05-19,2,21,5,20,1,3,20,0
2020-05-19,2,21,5,20,1,4,0,0
2020-05-19,2,21,5,20,1,5,2,0
2020-05-19,2,21,5,20,1,6,4,3
2020-05-20,3,21,5,20,0,0,1,0
2020-05-20,3,21,5,20,0,1,14,14
2020-05-20,3,21,5,20,0,2,0,0
2020-05-20,3,21,5,20,0,3,6,0
2020-05-20,3,21,5,20,0,4,0,0
2020-05-20,3,21,5,20,0,5,0,0
2020-05-20,3,21,5,20,0,6,0,0
2020-05-20,3,21,5,20,1,0,1,0
2020-05-20,3,21,5,20,1,1,18,17
2020-05-20,3,21,5,20,1,2,1,1
2020-05-20,3,21,5,20,1,3,33,4
2020-05-20,3,21,5,20,1,4,1,1
2020-05-20,3,21,5,20,1,5,5,0
2020-05-20,3,21,5,20,1,6,12,7
2020-05-25,1,22,5,20,0,0,3,2
2020-05-25,1,22,5,20,0,1,18,14
2020-05-25,1,22,5,20,0,2,3,3
2020-05-25,1,22,5,20,0,3,4,0
2020-05-25,1,22,5,20,0,4,0,0
2020-05-25,1,22,5,20,0,5,0,0
2020-05-25,1,22,5,20,0,6,5,3
2020-05-25,1,22,5,20,1,0,1,1
2020-05-25,1,22,5,20,1,1,36,35
2020-05-25,1,22,5,20,1,2,11,10
2020-05-25,1,22,5,20,1,3,28,8
2020-05-25,1,22,5,20,1,4,1,1
2020-05-25,1,22,5,20,1,5,6,1
2020-05-25,1,22,5,20,1,6,5,3
2020-05-26,2,22,5,20,0,0,3,2
2020-05-26,2,22,5,20,0,1,8,7
2020-05-26,2,22,5,20,0,2,4,4
2020-05-26,2,22,5,20,0,3,7,1
2020-05-26,2,22,5,20,0,4,0,0
2020-05-26,2,22,5,20,0,5,0,0
2020-05-26,2,22,5,20,0,6,3,1
2020-05-26,2,22,5,20,1,0,4,0
2020-05-26,2,22,5,20,1,1,22,21
2020-05-26,2,22,5,20,1,2,8,8
2020-05-26,2,22,5,20,1,3,24,1
2020-05-26,2,22,5,20,1,4,0,0
2020-05-26,2,22,5,20,1,5,3,2
2020-05-26,2,22,5,20,1,6,7,5
2020-05-27,3,22,5,20,0,0,5,0
2020-05-27,3,22,5,20,0,1,11,8
2020-05-27,3,22,5,20,0,2,3,3
2020-05-27,3,22,5,20,0,3,6,0
2020-05-27,3,22,5,20,0,4,0,0
2020-05-27,3,22,5,20,0,5,1,0
2020-05-27,3,22,5,20,0,6,6,1
2020-05-27,3,22,5,20,1,0,3,0
2020-05-27,3,22,5,20,1,1,18,14
2020-05-27,3,22,5,20,1,2,5,5
2020-05-27,3,22,5,20,1,3,34,2
2020-05-27,3,22,5,20,1,4,0,0
2020-05-27,3,22,5,20,1,5,5,1
2020-05-27,3,22,5,20,1,6,8,3
2020-05-28,4,22,5,20,0,0,2,2
2020-05-28,4,22,5,20,0,1,12,9
2020-05-28,4,22,5,20,0,2,3,3
2020-05-28,4,22,5,20,0,3,6,1
2020-05-28,4,22,5,20,0,4,0,0
2020-05-28,4,22,5,20,0,5,1,1
2020-05-28,4,22,5,20,0,6,3,0
2020-05-28,4,22,5,20,1,0,0,0
2020-05-28,4,22,5,20,1,1,16,15
2020-05-28,4,22,5,20,1,2,4,4
2020-05-28,4,22,5,20,1,3,19,0
2020-05-28,4,22,5,20,1,4,0,0
2020-05-28,4,22,5,20,1,5,1,0
2020-05-28,4,22,5,20,1,6,4,0
2020-05-29,5,22,5,20,0,0,2,0
2020-05-29,5,22,5,20,0,1,12,11
2020-05-29,5,22,5,20,0,2,2,2
2020-05-29,5,22,5,20,0,3,2,0
2020-05-29,5,22,5,20,0,4,0,0
2020-05-29,5,22,5,20,0,5,1,0
2020-05-29,5,22,5,20,0,6,1,0
2020-05-29,5,22,5,20,1,0,1,0
2020-05-29,5,22,5,20,1,1,19,17
2020-05-29,5,22,5,20,1,2,4,4
2020-05-29,5,22,5,20,1,3,25,2
2020-05-29,5,22,5,20,1,4,0,0
2020-05-29,5,22,5,20,1,5,2,0
2020-05-29,5,22,5,20,1,6,4,3
2020-06-02,2,23,6,20,0,0,3,0
2020-06-02,2,23,6,20,0,1,14,14
2020-06-02,2,23,6,20,0,2,1,1
2020-06-02,2,23,6,20,0,3,1,0
2020-06-02,2,23,6,20,0,4,0,0
2020-06-02,2,23,6,20,0,5,0,0
2020-06-02,2,23,6,20,0,6,1,0
2020-06-02,2,23,6,20,1,0,1,0
2020-06-02,2,23,6,20,1,1,33,31
2020-06-02,2,23,6,20,1,2,11,10
2020-06-02,2,23,6,20,1,3,25,2
2020-06-02,2,23,6,20,1,4,0,0
2020-06-02,2,23,6,20,1,5,1,0
2020-06-02,2,23,6,20,1,6,8,3
2020-06-03,3,23,6,20,0,0,1,1
2020-06-03,3,23,6,20,0,1,11,11
2020-06-03,3,23,6,20,0,2,1,1
2020-06-03,3,23,6,20,0,3,0,0
2020-06-03,3,23,6,20,0,4,1,1
2020-06-03,3,23,6,20,0,5,3,1
2020-06-03,3,23,6,20,0,6,0,0
2020-06-03,3,23,6,20,1,0,5,3
2020-06-03,3,23,6,20,1,1,22,20
2020-06-03,3,23,6,20,1,2,8,8
2020-06-03,3,23,6,20,1,3,25,4
2020-06-03,3,23,6,20,1,4,3,2
2020-06-03,3,23,6,20,1,5,2,1
2020-06-03,3,23,6,20,1,6,4,1
2020-06-04,4,23,6,20,0,0,2,2
2020-06-04,4,23,6,20,0,1,15,15
2020-06-04,4,23,6,20,0,2,7,7
2020-06-04,4,23,6,20,0,3,4,0
2020-06-04,4,23,6,20,0,4,1,1
2020-06-04,4,23,6,20,0,5,0,0
2020-06-04,4,23,6,20,0,6,0,0
2020-06-04,4,23,6,20,1,0,0,0
2020-06-04,4,23,6,20,1,1,18,17
2020-06-04,4,23,6,20,1,2,4,4
2020-06-04,4,23,6,20,1,3,22,0
2020-06-04,4,23,6,20,1,4,2,0
2020-06-04,4,23,6,20,1,5,1,0
2020-06-04,4,23,6,20,1,6,8,5
2020-06-05,5,23,6,20,0,0,5,1
2020-06-05,5,23,6,20,0,1,13,12
2020-06-05,5,23,6,20,0,2,5,5
2020-06-05,5,23,6,20,0,3,2,0
2020-06-05,5,23,6,20,0,4,0,0
2020-06-05,5,23,6,20,0,5,2,0
2020-06-05,5,23,6,20,0,6,1,1
2020-06-05,5,23,6,20,1,0,0,0
2020-06-05,5,23,6,20,1,1,25,24
2020-06-05,5,23,6,20,1,2,1,1
2020-06-05,5,23,6,20,1,3,27,3
2020-06-05,5,23,6,20,1,4,0,0
2020-06-05,5,23,6,20,1,5,0,0
2020-06-05,5,23,6,20,1,6,3,2
2020-06-08,1,24,6,20,0,0,4,2
2020-06-08,1,24,6,20,0,1,17,17
2020-06-08,1,24,6,20,0,2,3,3
2020-06-08,1,24,6,20,0,3,5,0
2020-06-08,1,24,6,20,0,4,0,0
2020-06-08,1,24,6,20,0,5,0,0
2020-06-08,1,24,6,20,0,6,1,1
2020-06-08,1,24,6,20,1,0,2,1
2020-06-08,1,24,6,20,1,1,28,27
2020-06-08,1,24,6,20,1,2,9,8
2020-06-08,1,24,6,20,1,3,21,3
2020-06-08,1,24,6,20,1,4,0,0
2020-06-08,1,24,6,20,1,5,2,0
2020-06-08,1,24,6,20,1,6,6,2
2020-06-09,2,24,6,20,0,0,2,1
2020-06-09,2,24,6,20,0,1,13,13
2020-06-09,2,24,6,20,0,2,1,1
2020-06-09,2,24,6,20,0,3,5,0
2020-06-09,2,24,6,20,0,4,1,0
2020-06-09,2,24,6,20,0,5,3,1
2020-06-09,2,24,6,20,0,6,4,1
2020-06-09,2,24,6,20,1,0,1,1
2020-06-09,2,24,6,20,1,1,28,28
2020-06-09,2,24,6,20,1,2,7,6
2020-06-09,2,24,6,20,1,3,20,2
2020-06-09,2,24,6,20,1,4,1,1
2020-06-09,2,24,6,20,1,5,3,1
2020-06-09,2,24,6,20,1,6,4,1
2020-06-10,3,24,6,20,0,0,3,3
2020-06-10,3,24,6,20,0,1,8,7
2020-06-10,3,24,6,20,0,2,0,0
2020-06-10,3,24,6,20,0,3,4,1
2020-06-10,3,24,6,20,0,4,1,1
2020-06-10,3,24,6,20,0,5,1,0
2020-06-10,3,24,6,20,0,6,4,4
2020-06-10,3,24,6,20,1,0,3,0
2020-06-10,3,24,6,20,1,1,31,27
2020-06-10,3,24,6,20,1,2,3,3
2020-06-10,3,24,6,20,1,3,19,1
2020-06-10,3,24,6,20,1,4,1,0
2020-06-10,3,24,6,20,1,5,9,1
2020-06-10,3,24,6,20,1,6,8,2
2020-06-11,4,24,6,20,0,0,1,1
2020-06-11,4,24,6,20,0,1,14,13
2020-06-11,4,24,6,20,0,2,5,5
2020-06-11,4,24,6,20,0,3,1,0
2020-06-11,4,24,6,20,0,4,0,0
2020-06-11,4,24,6,20,0,5,1,1
2020-06-11,4,24,6,20,0,6,0,0
2020-06-11,4,24,6,20,1,0,0,0
2020-06-11,4,24,6,20,1,1,22,22
2020-06-11,4,24,6,20,1,2,4,4
2020-06-11,4,24,6,20,1,3,18,1
2020-06-11,4,24,6,20,1,4,0,0
2020-06-11,4,24,6,20,1,5,4,1
2020-06-11,4,24,6,20,1,6,5,3
2020-06-12,5,24,6,20,0,0,3,2
2020-06-12,5,24,6,20,0,1,22,21
2020-06-12,5,24,6,20,0,2,3,3
2020-06-12,5,24,6,20,0,3,0,0
2020-06-12,5,24,6,20,0,4,0,0
2020-06-12,5,24,6,20,0,5,1,0
2020-06-12,5,24,6,20,0,6,1,1
2020-06-12,5,24,6,20,1,0,3,0
2020-06-12,5,24,6,20,1,1,23,19
2020-06-12,5,24,6,20,1,2,5,4
2020-06-12,5,24,6,20,1,3,13,0
2020-06-12,5,24,6,20,1,4,0,0
2020-06-12,5,24,6,20,1,5,2,0
2020-06-12,5,24,6,20,1,6,3,2
2020-06-15,1,25,6,20,0,0,0,0
2020-06-15,1,25,6,20,0,1,14,13
2020-06-15,1,25,6,20,0,2,5,4
2020-06-15,1,25,6,20,0,3,4,1
2020-06-15,1,25,6,20,0,4,0,0
2020-06-15,1,25,6,20,0,5,0,0
2020-06-15,1,25,6,20,0,6,4,3
2020-06-15,1,25,6,20,1,0,3,2
2020-06-15,1,25,6,20,1,1,38,35
2020-06-15,1,25,6,20,1,2,14,13
2020-06-15,1,25,6,20,1,3,32,8
2020-06-15,1,25,6,20,1,4,0,0
2020-06-15,1,25,6,20,1,5,3,0
2020-06-15,1,25,6,20,1,6,6,5
2020-06-16,2,25,6,20,0,0,3,2
2020-06-16,2,25,6,20,0,1,5,5
2020-06-16,2,25,6,20,0,2,2,2
2020-06-16,2,25,6,20,0,3,3,0
2020-06-16,2,25,6,20,0,4,0,0
2020-06-16,2,25,6,20,0,5,1,1
2020-06-16,2,25,6,20,0,6,5,4
2020-06-16,2,25,6,20,1,0,0,0
2020-06-16,2,25,6,20,1,1,17,17
2020-06-16,2,25,6,20,1,2,4,4
2020-06-16,2,25,6,20,1,3,29,3
2020-06-16,2,25,6,20,1,4,0,0
2020-06-16,2,25,6,20,1,5,0,0
2020-06-16,2,25,6,20,1,6,2,1
2020-06-17,3,25,6,20,0,0,3,1
2020-06-17,3,25,6,20,0,1,10,9
2020-06-17,3,25,6,20,0,2,2,2
2020-06-17,3,25,6,20,0,3,2,0
2020-06-17,3,25,6,20,0,4,2,0
2020-06-17,3,25,6,20,0,5,1,0
2020-06-17,3,25,6,20,0,6,2,0
2020-06-17,3,25,6,20,1,0,4,2
2020-06-17,3,25,6,20,1,1,27,25
2020-06-17,3,25,6,20,1,2,1,1
2020-06-17,3,25,6,20,1,3,22,1
2020-06-17,3,25,6,20,1,4,2,1
2020-06-17,3,25,6,20,1,5,4,1
2020-06-17,3,25,6,20,1,6,8,2
2020-06-18,4,25,6,20,0,0,1,1
2020-06-18,4,25,6,20,0,1,16,14
2020-06-18,4,25,6,20,0,2,3,3
2020-06-18,4,25,6,20,0,3,0,0
2020-06-18,4,25,6,20,0,4,0,0
2020-06-18,4,25,6,20,0,5,1,0
2020-06-18,4,25,6,20,0,6,0,0
2020-06-18,4,25,6,20,1,0,4,1
2020-06-18,4,25,6,20,1,1,29,21
2020-06-18,4,25,6,20,1,2,5,4
2020-06-18,4,25,6,20,1,3,29,1
2020-06-18,4,25,6,20,1,4,0,0
2020-06-18,4,25,6,20,1,5,1,0
2020-06-18,4,25,6,20,1,6,3,1
2020-06-19,5,25,6,20,0,0,5,1
2020-06-19,5,25,6,20,0,1,18,17
2020-06-19,5,25,6,20,0,2,4,3
2020-06-19,5,25,6,20,0,3,2,0
2020-06-19,5,25,6,20,0,4,0,0
2020-06-19,5,25,6,20,0,5,2,1
2020-06-19,5,25,6,20,0,6,2,1
2020-06-19,5,25,6,20,1,0,1,1
2020-06-19,5,25,6,20,1,1,31,20
2020-06-19,5,25,6,20,1,2,4,4
2020-06-19,5,25,6,20,1,3,19,0
2020-06-19,5,25,6,20,1,4,2,2
2020-06-19,5,25,6,20,1,5,5,0
2020-06-19,5,25,6,20,1,6,3,2
2020-06-22,1,26,6,20,0,0,4,3
2020-06-22,1,26,6,20,0,1,11,9
2020-06-22,1,26,6,20,0,2,5,4
2020-06-22,1,26,6,20,0,3,8,1
2020-06-22,1,26,6,20,0,4,1,0
2020-06-22,1,26,6,20,0,5,0,0
2020-06-22,1,26,6,20,0,6,5,4
2020-06-22,1,26,6,20,1,0,5,2
2020-06-22,1,26,6,20,1,1,35,29
2020-06-22,1,26,6,20,1,2,7,7
2020-06-22,1,26,6,20,1,3,28,2
2020-06-22,1,26,6,20,1,4,2,0
2020-06-22,1,26,6,20,1,5,4,1
2020-06-22,1,26,6,20,1,6,5,4
2020-06-23,2,26,6,20,0,0,4,2
2020-06-23,2,26,6,20,0,1,14,12
2020-06-23,2,26,6,20,0,2,4,3
2020-06-23,2,26,6,20,0,3,7,1
2020-06-23,2,26,6,20,0,4,0,0
2020-06-23,2,26,6,20,0,5,1,0
2020-06-23,2,26,6,20,0,6,6,3
2020-06-23,2,26,6,20,1,0,3,2
2020-06-23,2,26,6,20,1,1,21,19
2020-06-23,2,26,6,20,1,2,5,5
2020-06-23,2,26,6,20,1,3,19,1
2020-06-23,2,26,6,20,1,4,0,0
2020-06-23,2,26,6,20,1,5,4,0
2020-06-23,2,26,6,20,1,6,2,0
2020-06-24,3,26,6,20,0,0,6,1
2020-06-24,3,26,6,20,0,1,17,16
2020-06-24,3,26,6,20,0,2,1,1
2020-06-24,3,26,6,20,0,3,4,0
2020-06-24,3,26,6,20,0,4,4,2
2020-06-24,3,26,6,20,0,5,2,0
2020-06-24,3,26,6,20,0,6,8,2
2020-06-24,3,26,6,20,1,0,3,3
2020-06-24,3,26,6,20,1,1,23,22
2020-06-24,3,26,6,20,1,2,5,5
2020-06-24,3,26,6,20,1,3,27,2
2020-06-24,3,26,6,20,1,4,0,0
2020-06-24,3,26,6,20,1,5,5,2
2020-06-24,3,26,6,20,1,6,4,1
2020-06-25,4,26,6,20,0,0,1,1
2020-06-25,4,26,6,20,0,1,18,17
2020-06-25,4,26,6,20,0,2,1,0
2020-06-25,4,26,6,20,0,3,6,1
2020-06-25,4,26,6,20,0,4,1,0
2020-06-25,4,26,6,20,0,5,3,0
2020-06-25,4,26,6,20,0,6,8,5
2020-06-25,4,26,6,20,1,0,1,1
2020-06-25,4,26,6,20,1,1,13,13
2020-06-25,4,26,6,20,1,2,5,5
2020-06-25,4,26,6,20,1,3,23,2
2020-06-25,4,26,6,20,1,4,0,0
2020-06-25,4,26,6,20,1,5,1,0
2020-06-25,4,26,6,20,1,6,12,4
2020-06-26,5,26,6,20,0,0,2,2
2020-06-26,5,26,6,20,0,1,15,14
2020-06-26,5,26,6,20,0,2,1,0
2020-06-26,5,26,6,20,0,3,3,0
2020-06-26,5,26,6,20,0,4,0,0
2020-06-26,5,26,6,20,0,5,1,0
2020-06-26,5,26,6,20,0,6,4,2
2020-06-26,5,26,6,20,1,0,2,1
2020-06-26,5,26,6,20,1,1,21,18
2020-06-26,5,26,6,20,1,2,4,4
2020-06-26,5,26,6,20,1,3,20,2
2020-06-26,5,26,6,20,1,4,1,0
2020-06-26,5,26,6,20,1,5,1,0
2020-06-26,5,26,6,20,1,6,7,2
2020-06-29,1,27,6,20,0,0,3,1
2020-06-29,1,27,6,20,0,1,14,14
2020-06-29,1,27,6,20,0,2,1,1
2020-06-29,1,27,6,20,0,3,4,0
2020-06-29,1,27,6,20,0,4,1,0
2020-06-29,1,27,6,20,0,5,1,0
2020-06-29,1,27,6,20,0,6,2,2
2020-06-29,1,27,6,20,1,0,3,3
2020-06-29,1,27,6,20,1,1,34,32
2020-06-29,1,27,6,20,1,2,9,9
2020-06-29,1,27,6,20,1,3,36,2
2020-06-29,1,27,6,20,1,4,0,0
2020-06-29,1,27,6,20,1,5,6,2
2020-06-29,1,27,6,20,1,6,0,0
2020-06-30,2,27,6,20,0,0,1,1
2020-06-30,2,27,6,20,0,1,16,13
2020-06-30,2,27,6,20,0,2,3,3
2020-06-30,2,27,6,20,0,3,1,0
2020-06-30,2,27,6,20,0,4,2,2
2020-06-30,2,27,6,20,0,5,1,1
2020-06-30,2,27,6,20,0,6,1,1
2020-06-30,2,27,6,20,1,0,3,1
2020-06-30,2,27,6,20,1,1,17,15
2020-06-30,2,27,6,20,1,2,6,6
2020-06-30,2,27,6,20,1,3,21,2
2020-06-30,2,27,6,20,1,4,7,4
2020-06-30,2,27,6,20,1,5,0,0
2020-06-30,2,27,6,20,1,6,6,3
2020-07-01,3,27,7,20,0,0,3,2
2020-07-01,3,27,7,20,0,1,15,15
2020-07-01,3,27,7,20,0,2,2,2
2020-07-01,3,27,7,20,0,3,4,0
2020-07-01,3,27,7,20,0,4,0,0
2020-07-01,3,27,7,20,0,5,1,0
2020-07-01,3,27,7,20,0,6,6,3
2020-07-01,3,27,7,20,1,0,4,1
2020-07-01,3,27,7,20,1,1,25,23
2020-07-01,3,27,7,20,1,2,4,4
2020-07-01,3,27,7,20,1,3,18,0
2020-07-01,3,27,7,20,1,4,2,1
2020-07-01,3,27,7,20,1,5,4,2
2020-07-01,3,27,7,20,1,6,9,3
2020-07-02,4,27,7,20,0,0,0,0
2020-07-02,4,27,7,20,0,1,15,10
2020-07-02,4,27,7,20,0,2,5,4
2020-07-02,4,27,7,20,0,3,4,0
2020-07-02,4,27,7,20,0,4,0,0
2020-07-02,4,27,7,20,0,5,3,0
2020-07-02,4,27,7,20,0,6,4,2
2020-07-02,4,27,7,20,1,0,1,1
2020-07-02,4,27,7,20,1,1,15,13
2020-07-02,4,27,7,20,1,2,3,3
2020-07-02,4,27,7,20,1,3,22,1
2020-07-02,4,27,7,20,1,4,1,0
2020-07-02,4,27,7,20,1,5,3,0
2020-07-02,4,27,7,20,1,6,8,4
2020-07-03,5,27,7,20,0,0,4,1
2020-07-03,5,27,7,20,0,1,15,13
2020-07-03,5,27,7,20,0,2,6,5
2020-07-03,5,27,7,20,0,3,6,0
2020-07-03,5,27,7,20,0,4,0,0
2020-07-03,5,27,7,20,0,5,0,0
2020-07-03,5,27,7,20,0,6,6,3
2020-07-03,5,27,7,20,1,0,2,1
2020-07-03,5,27,7,20,1,1,15,15
2020-07-03,5,27,7,20,1,2,3,3
2020-07-03,5,27,7,20,1,3,9,2
2020-07-03,5,27,7,20,1,4,2,1
2020-07-03,5,27,7,20,1,5,2,0
2020-07-03,5,27,7,20,1,6,2,1
2020-07-06,1,28,7,20,0,0,3,3
2020-07-06,1,28,7,20,0,1,11,11
2020-07-06,1,28,7,20,0,2,1,1
2020-07-06,1,28,7,20,0,3,6,0
2020-07-06,1,28,7,20,0,4,2,1
2020-07-06,1,28,7,20,0,5,1,0
2020-07-06,1,28,7,20,0,6,4,2
2020-07-06,1,28,7,20,1,0,7,4
2020-07-06,1,28,7,20,1,1,23,21
2020-07-06,1,28,7,20,1,2,10,10
2020-07-06,1,28,7,20,1,3,19,0
2020-07-06,1,28,7,20,1,4,0,0
2020-07-06,1,28,7,20,1,5,2,1
2020-07-06,1,28,7,20,1,6,7,4
2020-07-07,2,28,7,20,0,0,2,2
2020-07-07,2,28,7,20,0,1,16,15
2020-07-07,2,28,7,20,0,2,2,2
2020-07-07,2,28,7,20,0,3,2,0
2020-07-07,2,28,7,20,0,4,0,0
2020-07-07,2,28,7,20,0,5,1,0
2020-07-07,2,28,7,20,0,6,2,2
2020-07-07,2,28,7,20,1,0,0,0
2020-07-07,2,28,7,20,1,1,20,19
2020-07-07,2,28,7,20,1,2,5,5
2020-07-07,2,28,7,20,1,3,19,1
2020-07-07,2,28,7,20,1,4,0,0
2020-07-07,2,28,7,20,1,5,2,0
2020-07-07,2,28,7,20,1,6,6,2
2020-07-08,3,28,7,20,0,0,5,1
2020-07-08,3,28,7,20,0,1,15,14
2020-07-08,3,28,7,20,0,2,1,1
2020-07-08,3,28,7,20,0,3,10,2
2020-07-08,3,28,7,20,0,4,2,2
2020-07-08,3,28,7,20,0,5,2,0
2020-07-08,3,28,7,20,0,6,12,8
2020-07-08,3,28,7,20,1,0,8,1
2020-07-08,3,28,7,20,1,1,18,15
2020-07-08,3,28,7,20,1,2,0,0
2020-07-08,3,28,7,20,1,3,20,1
2020-07-08,3,28,7,20,1,4,0,0
2020-07-08,3,28,7,20,1,5,4,3
2020-07-08,3,28,7,20,1,6,14,4
2020-07-09,4,28,7,20,0,0,1,1
2020-07-09,4,28,7,20,0,1,13,13
2020-07-09,4,28,7,20,0,2,5,5
2020-07-09,4,28,7,20,0,3,5,1
2020-07-09,4,28,7,20,0,4,1,1
2020-07-09,4,28,7,20,0,5,1,0
2020-07-09,4,28,7,20,0,6,2,2
2020-07-09,4,28,7,20,1,0,1,1
2020-07-09,4,28,7,20,1,1,19,15
2020-07-09,4,28,7,20,1,2,1,1
2020-07-09,4,28,7,20,1,3,19,0
2020-07-09,4,28,7,20,1,4,3,1
2020-07-09,4,28,7,20,1,5,8,2
2020-07-09,4,28,7,20,1,6,7,1
2020-07-10,5,28,7,20,0,0,1,1
2020-07-10,5,28,7,20,0,1,15,15
2020-07-10,5,28,7,20,0,2,2,2
2020-07-10,5,28,7,20,0,3,2,0
2020-07-10,5,28,7,20,0,4,0,0
2020-07-10,5,28,7,20,0,5,2,0
2020-07-10,5,28,7,20,0,6,4,1
2020-07-10,5,28,7,20,1,0,0,0
2020-07-10,5,28,7,20,1,1,19,14
2020-07-10,5,28,7,20,1,2,1,1
2020-07-10,5,28,7,20,1,3,17,0
2020-07-10,5,28,7,20,1,4,0,0
2020-07-10,5,28,7,20,1,5,1,0
2020-07-10,5,28,7,20,1,6,5,2
2020-07-15,3,29,7,20,0,0,7,4
2020-07-15,3,29,7,20,0,1,19,18
2020-07-15,3,29,7,20,0,2,0,0
2020-07-15,3,29,7,20,0,3,4,0
2020-07-15,3,29,7,20,0,4,0,0
2020-07-15,3,29,7,20,0,5,2,0
2020-07-15,3,29,7,20,0,6,1,0
2020-07-15,3,29,7,20,1,0,4,1
2020-07-15,3,29,7,20,1,1,33,28
2020-07-15,3,29,7,20,1,2,3,3
2020-07-15,3,29,7,20,1,3,21,1
2020-07-15,3,29,7,20,1,4,2,0
2020-07-15,3,29,7,20,1,5,6,2
2020-07-15,3,29,7,20,1,6,3,1
2020-07-16,4,29,7,20,0,0,3,1
2020-07-16,4,29,7,20,0,1,17,16
2020-07-16,4,29,7,20,0,2,3,2
2020-07-16,4,29,7,20,0,3,7,2
2020-07-16,4,29,7,20,0,4,1,0
2020-07-16,4,29,7,20,0,5,2,0
2020-07-16,4,29,7,20,0,6,5,1
2020-07-16,4,29,7,20,1,0,4,0
2020-07-16,4,29,7,20,1,1,21,18
2020-07-16,4,29,7,20,1,2,2,2
2020-07-16,4,29,7,20,1,3,27,6
2020-07-16,4,29,7,20,1,4,1,0
2020-07-16,4,29,7,20,1,5,2,1
2020-07-16,4,29,7,20,1,6,6,3
2020-07-17,5,29,7,20,0,0,9,3
2020-07-17,5,29,7,20,0,1,14,13
2020-07-17,5,29,7,20,0,2,0,0
2020-07-17,5,29,7,20,0,3,7,1
2020-07-17,5,29,7,20,0,4,0,0
2020-07-17,5,29,7,20,0,5,1,0
